厂别,备件类型,设备类型,膜层,制程,寿命规格,站点,机台号-腔室,参数名称
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC02-CHB,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC02-CHC,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC02-CHD,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC03-CHA,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC03-CHC,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC03-CHD,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHA,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHB,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHC,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHD,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHE,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC02-CHA,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC02-CHB,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC02-CHC,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC02-CHD,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC03-CHA,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC03-CHC,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC03-CHD,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHA,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHB,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHC,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHD,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHE,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC02-CHA,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC02-CHB,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC02-CHC,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC02-CHD,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC03-CHA,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC03-CHC,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC03-CHD,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHA,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHB,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHC,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHD,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHE,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC02-CHA,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC02-CHB,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC02-CHC,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC02-CHD,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC03-CHA,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC03-CHC,
TP,Shadow Frame,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC03-CHD,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS01-SPU-PM4,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS01-SPU-PM5,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS02-SPU-PM4,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS02-SPU-PM5,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS03-SPU-PM4,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS03-SPU-PM5,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS04-SPU-PM4,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS04-SPU-PM5,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS05-SPU-PM4,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS05-SPU-PM5,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS01-SPU-PM4,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS01-SPU-PM5,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS02-SPU-PM4,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS02-SPU-PM5,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS03-SPU-PM4,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS03-SPU-PM5,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS04-SPU-PM4,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS04-SPU-PM5,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS05-SPU-PM4,
TP,AL Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS05-SPU-PM5,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS01-SPU-PM4,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS01-SPU-PM5,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS02-SPU-PM4,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS02-SPU-PM5,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS03-SPU-PM4,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS03-SPU-PM5,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS04-SPU-PM4,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS04-SPU-PM5,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS05-SPU-PM4,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS05-SPU-PM5,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS01-SPU-PM4,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS01-SPU-PM5,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS02-SPU-PM4,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS02-SPU-PM5,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS03-SPU-PM4,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS03-SPU-PM5,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS04-SPU-PM4,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS04-SPU-PM5,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS05-SPU-PM4,
TP,AL Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS05-SPU-PM5,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS01-SPU-PM3,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS01-SPU-PM6,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS02-SPU-PM3,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS02-SPU-PM6,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS03-SPU-PM3,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS03-SPU-PM6,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS04-SPU-PM3,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS04-SPU-PM6,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS05-SPU-PM3,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS05-SPU-PM6,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS01-SPU-PM3,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS01-SPU-PM6,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS02-SPU-PM3,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS02-SPU-PM6,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS03-SPU-PM3,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS03-SPU-PM6,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS04-SPU-PM3,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS04-SPU-PM6,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS05-SPU-PM3,
TP,TI Target,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS05-SPU-PM6,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS01-SPU-PM3,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS01-SPU-PM6,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS02-SPU-PM3,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS02-SPU-PM6,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS03-SPU-PM3,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS03-SPU-PM6,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS04-SPU-PM3,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS04-SPU-PM6,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS05-SPU-PM3,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS05-SPU-PM6,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS01-SPU-PM3,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS01-SPU-PM6,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS02-SPU-PM3,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS02-SPU-PM6,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS03-SPU-PM3,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS03-SPU-PM6,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS04-SPU-PM3,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS04-SPU-PM6,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS05-SPU-PM3,
TP,TI Target,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS05-SPU-PM6,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS01-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS01-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS02-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS02-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS03-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS03-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS04-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS04-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS05-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,41200.0,3TFS05-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS01-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS01-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS02-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS02-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS03-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS03-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS04-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS04-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS05-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM1,TM1 DEPO,44000KWH,43200.0,3TFS05-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS01-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS01-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS02-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS02-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS03-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS03-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS04-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS04-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS05-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,41200.0,3TFS05-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS01-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS01-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS02-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS02-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS03-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS03-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS04-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS04-SPU-PM5,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS05-SPU-PM4,
TP,AL MASK,PVD IRUJA,TM2,TM2 DEPO,44000KWH,43200.0,3TFS05-SPU-PM5,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,41200.0,3TFS01-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,41200.0,3TFS01-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,41200.0,3TFS02-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,41200.0,3TFS02-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,41200.0,3TFS03-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,41200.0,3TFS03-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,41200.0,3TFS04-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,41200.0,3TFS04-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,41200.0,3TFS05-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,41200.0,3TFS05-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,43200.0,3TFS01-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,43200.0,3TFS01-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,43200.0,3TFS02-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,43200.0,3TFS02-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,43200.0,3TFS03-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,43200.0,3TFS03-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,43200.0,3TFS04-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,43200.0,3TFS04-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,43200.0,3TFS05-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM1,TM1 DEPO,22000KWH,43200.0,3TFS05-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,41200.0,3TFS01-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,41200.0,3TFS01-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,41200.0,3TFS02-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,41200.0,3TFS02-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,41200.0,3TFS03-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,41200.0,3TFS03-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,41200.0,3TFS04-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,41200.0,3TFS04-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,41200.0,3TFS05-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,41200.0,3TFS05-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,43200.0,3TFS01-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,43200.0,3TFS01-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,43200.0,3TFS02-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,43200.0,3TFS02-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,43200.0,3TFS03-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,43200.0,3TFS03-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,43200.0,3TFS04-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,43200.0,3TFS04-SPU-PM6,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,43200.0,3TFS05-SPU-PM3,
TP,TI MASK,PVD IRUJA,TM2,TM2 DEPO,22000KWH,43200.0,3TFS05-SPU-PM6,
