lot_id,defect_desc,date_key,total_panels,daily_base_rate,defect_panel_count,defect_rate
L3MY6100G,G向单暗线,20260325,5654,0.27734%,16,0.28299%
L3MY6100H,G向单暗线,20260323,5657,0.26699%,15,0.26516%
L3MY6100J,G向单暗线,20260324,5626,0.22492%,13,0.23107%
L3MY62001,G向单暗线,20260325,5648,0.30622%,17,0.30099%
L3MY62002,G向单暗线,20260417,5633,0.33980%,19,0.33730%
L3MY62004,G向单暗线,20260325,5266,0.32765%,17,0.32283%
L3MY62005,G向单暗线,20260325,5642,0.24593%,14,0.24814%
L3MY62006,G向单暗线,20260326,5645,0.31963%,18,0.31887%
L3MY62007,G向单暗线,20260325,5635,0.30061%,17,0.30169%
L3MY62008,G向单暗线,20260326,5656,0.29983%,17,0.30057%
L3MY62009,G向单暗线,20260415,5648,0.28624%,16,0.28329%
L3MY6200A,G向单暗线,20260414,5650,0.35184%,20,0.35398%
L3MY6200B,G向单暗线,20260415,5648,0.25885%,15,0.26558%
L3MY6200C,G向单暗线,20260327,5653,0.27234%,15,0.26535%
L3MY6200D,G向单暗线,20260325,5546,0.29718%,16,0.28850%
L3MY6200F,G向单暗线,20260329,5604,0.30482%,17,0.30335%
L3MY6200G,G向单暗线,20260415,5660,0.31627%,18,0.31802%
L3MY6200H,G向单暗线,20260414,5649,0.29014%,16,0.28324%
L3MY6200J,G向单暗线,20260325,5654,0.23995%,14,0.24761%
L3MY6200K,G向单暗线,20260414,5664,0.23564%,13,0.22952%
L3MY6200L,G向单暗线,20260330,5648,0.26287%,15,0.26558%
L3MY6200M,G向单暗线,20260414,5660,0.34720%,20,0.35336%
L3MY6200N,G向单暗线,20260414,5656,0.23972%,14,0.24752%
L3MY6200P,G向单暗线,20260329,5653,0.24577%,14,0.24766%
L3MY6200Q,G向单暗线,20260414,5665,0.27734%,16,0.28244%
L3MY6200R,G向单暗线,20260415,5667,0.27285%,15,0.26469%
L3MY63001,G向单暗线,20260422,5667,0.30136%,17,0.29998%
L3MY63002,G向单暗线,20260419,5655,0.33259%,19,0.33599%
L3MY63003,G向单暗线,20260420,5467,0.38870%,21,0.38412%
L3MY63004,G向单暗线,20260418,5663,0.35189%,20,0.35317%
L3MY63005,G向单暗线,20260414,5665,0.28902%,16,0.28244%
L3MY63006,G向单暗线,20260426,5471,0.37785%,21,0.38384%
L3MY63007,G向单暗线,20260519,5015,0.33591%,17,0.33898%
L3MY63008,G向单暗线,20260420,5643,0.32843%,19,0.33670%
L3MY63009,G向单暗线,20260424,5659,0.41136%,23,0.40643%
L3MY6300A,G向单暗线,20260420,5617,0.37986%,21,0.37387%
L3MY6300B,G向单暗线,20260419,5628,0.25533%,14,0.24876%
L3MY6300C,G向单暗线,20260419,5640,0.30149%,17,0.30142%
L3MY6300D,G向单暗线,20260516,5293,0.32103%,17,0.32118%
L3MY6300E,G向单暗线,20260426,5630,0.35935%,20,0.35524%
L3MY6300F,G向单暗线,20260421,5657,0.47790%,27,0.47728%
L3MY6300G,G向单暗线,20260425,5633,0.43501%,25,0.44381%
L3MY6300H,G向单暗线,20260419,5643,0.28927%,16,0.28354%
L3MY6300J,G向单暗线,20260421,5637,0.48661%,27,0.47898%
L3MY6300K,G向单暗线,20260421,5673,0.43934%,25,0.44068%
L3MY6300L,G向单暗线,20260419,5659,0.23188%,13,0.22972%
L3MY6300M,G向单暗线,20260422,5659,0.40907%,23,0.40643%
L3MY6300N,G向单暗线,20260419,5659,0.31571%,18,0.31808%
L3MY6300P,G向单暗线,20260515,5327,0.31152%,17,0.31913%
L3MY6300Q,G向单暗线,20260418,5651,0.30526%,17,0.30083%
L3MY6300R,G向单暗线,20260414,5662,0.29135%,16,0.28259%
L3MY6300S,G向单暗线,20260426,5667,0.38387%,22,0.38821%
L3MY6300T,G向单暗线,20260420,5586,0.45733%,26,0.46545%
L3MY6300U,G向单暗线,20260421,5660,0.38039%,22,0.38869%
L3MY6300V,G向单暗线,20260421,5657,0.42487%,24,0.42425%
L3MY6300W,G向单暗线,20260421,5667,0.33631%,19,0.33527%
L3MY6300X,G向单暗线,20260423,5602,0.34573%,19,0.33916%
L3MY6300Y,G向单暗线,20260418,5659,0.25637%,15,0.26506%
L3MY6300Z,G向单暗线,20260513,5501,0.24681%,14,0.25450%
L3MY63010,G向单暗线,20260419,5656,0.25405%,14,0.24752%
L3MY63011,G向单暗线,20260515,4660,0.29005%,14,0.30043%
L3MY63012,G向单暗线,20260424,5684,0.43225%,25,0.43983%
L3MY63013,G向单暗线,20260426,5464,0.31777%,17,0.31113%
L3MY63014,G向单暗线,20260425,5470,0.33510%,18,0.32907%
L3MY63015,G向单暗线,20260419,5668,0.23103%,13,0.22936%
L3MY63016,G向单暗线,20260419,5666,0.24735%,14,0.24709%
L3MY6301A,G向单暗线,20260421,5648,0.40864%,23,0.40722%
L3MY6301B,G向单暗线,20260425,5666,0.45943%,26,0.45888%
L3MY6301C,G向单暗线,20260418,5673,0.35842%,20,0.35255%
L3MY6301D,G向单暗线,20260421,5673,0.42371%,24,0.42306%
L3MY6301E,G向单暗线,20260517,4484,0.32009%,14,0.31222%
L3MY6301F,G向单暗线,20260425,5657,0.37188%,21,0.37122%
L3MY6301G,G向单暗线,20260426,5665,0.36702%,21,0.37070%
L3MY6301H,G向单暗线,20260422,5668,0.32961%,19,0.33522%
L3MY6301J,G向单暗线,20260425,5664,0.41852%,24,0.42373%
L3MY6301K,G向单暗线,20260515,5286,0.32452%,17,0.32160%
L3MY6301L,G向单暗线,20260514,5641,0.22545%,13,0.23046%
L3MY6301M,G向单暗线,20260513,5579,0.29602%,17,0.30471%
L3MY6301N,G向单暗线,20260516,5195,0.28303%,15,0.28874%
L3MY6301P,G向单暗线,20260514,5630,0.28914%,16,0.28419%
L3MY6301Q,G向单暗线,20260422,5676,0.34887%,20,0.35236%
L3MY6301R,G向单暗线,20260512,5640,0.30604%,17,0.30142%
L3MY6301S,G向单暗线,20260426,5666,0.37476%,21,0.37063%
L3MY6301T,G向单暗线,20260513,5602,0.28217%,16,0.28561%
L3MY6301U,G向单暗线,20260424,5664,0.36650%,21,0.37076%
L3MY6301V,G向单暗线,20260425,5664,0.46339%,26,0.45904%
L3MY6301W,G向单暗线,20260513,5555,0.28334%,16,0.28803%
L3MY6301X,G向单暗线,20260422,5658,0.39148%,22,0.38883%
L3MY6301Y,G向单暗线,20260513,5634,0.25394%,14,0.24849%
L3MY6301Z,G向单暗线,20260512,5615,0.37050%,21,0.37400%
L3MY63020,G向单暗线,20260513,5430,0.32845%,18,0.33149%
L3MY63021,G向单暗线,20260512,5614,0.27052%,15,0.26719%
L3MY63022,G向单暗线,20260513,5625,0.34022%,19,0.33778%
L3MY63023,G向单暗线,20260514,5566,0.24298%,14,0.25153%
L3MY63024,G向单暗线,20260513,5646,0.25118%,14,0.24796%
L3MY63025,G向单暗线,20260512,5635,0.29115%,16,0.28394%
L3MY63026,G向单暗线,20260513,5633,0.33052%,19,0.33730%
L3MY63027,G向单暗线,20260513,5621,0.31728%,18,0.32023%
L3MY63028,G向单暗线,20260516,5347,0.36264%,19,0.35534%
L3MY63029,G向单暗线,20260425,5664,0.43640%,25,0.44138%
L3MY6302A,G向单暗线,20260515,5323,0.31231%,17,0.31937%
L3MY6302B,G向单暗线,20260516,5591,0.34825%,19,0.33983%
L3MY6302C,G向单暗线,20260516,5463,0.35601%,19,0.34779%
L3MY64001,G向单暗线,20260519,4867,0.24258%,12,0.24656%
L3MY64002,G向单暗线,20260516,5454,0.38063%,21,0.38504%
L3MY64003,G向单暗线,20260516,5561,0.28271%,16,0.28772%
L3MY64004,G向单暗线,20260515,5594,0.34090%,19,0.33965%
L3MY64006,G向单暗线,20260517,5167,0.27226%,14,0.27095%
L3MY64008,G向单暗线,20260521,4694,0.32469%,15,0.31956%
L3MY6400A,G向单暗线,20260515,5538,0.27015%,15,0.27086%
L3MY6400B,G向单暗线,20260519,5039,0.25493%,13,0.25799%
L3MY6400C,G向单暗线,20260520,4583,0.40573%,19,0.41458%
L3MY6400D,G向单暗线,20260521,4540,0.28528%,13,0.28634%
L3MY6400E,G向单暗线,20260521,4641,0.28236%,13,0.28011%
L3MY6400F,G向单暗线,20260517,5292,0.30824%,16,0.30234%
L3MY6400G,G向单暗线,20260521,3066,0.29235%,9,0.29354%
L3MY6400J,G向单暗线,20260519,5315,0.27405%,15,0.28222%
L3MY6400K,G向单暗线,20260520,4828,0.30324%,15,0.31069%
L3MY6400L,G向单暗线,20260520,4904,0.33018%,16,0.32626%
L3MY6400M,G向单暗线,20260516,5499,0.27666%,15,0.27278%
L3MY6400N,G向单暗线,20260521,4945,0.30746%,15,0.30334%
L3MY6400R,G向单暗线,20260520,5031,0.39352%,20,0.39754%
L3MY6400V,G向单暗线,20260520,4941,0.34901%,17,0.34406%
L3MY6400W,G向单暗线,20260521,4800,0.32118%,15,0.31250%
L3MY6400X,G向单暗线,20260520,4927,0.32577%,16,0.32474%
L3MY6400Z,G向单暗线,20260519,4827,0.35752%,17,0.35219%
L3MY64011,G向单暗线,20260520,4223,0.36732%,16,0.37888%
L3MY64012,G向单暗线,20260520,5038,0.35061%,18,0.35728%
L3MY64013,G向单暗线,20260520,4839,0.36352%,18,0.37198%
L3MY64014,G向单暗线,20260520,4575,0.38430%,18,0.39344%
